S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Page
3067.,GOCL Corpn.,250.95,11.09,1244.02,3.98,14.03,23.51,2.22,-35.28,7.02,123
3068.,SPP Polymer,15.00,,23.09,3.33,-0.96,-182.76,53.71,-0.61,7.02,123
3069.,Chemcon Special.,169.78,24.98,621.92,0.00,5.75,-9.16,53.71,2.11,7.01,123
3070.,Cargosol Logist.,26.37,24.45,26.90,0.00,0.20,123.53,47.05,-33.92,7.01,123
3071.,Aegis Vopak Term,201.22,123.31,22295.00,0.00,53.94,141.77,187.63,26.22,7.01,123
3072.,Stanpacks(India),11.40,69.50,6.95,0.00,0.08,166.67,8.42,14.87,7.00,123
3073.,Suryalak. Cott.,55.00,23.14,103.43,0.00,0.31,-42.59,192.27,-0.47,7.00,123
3074.,Sharpline Broadc,10.46,12.81,17.55,0.00,-3.53,-37.43,20.83,125.68,6.99,123
3075.,Kovil. Lak. Rol.,92.70,13.69,83.81,0.54,0.75,222.95,103.85,-4.76,6.98,123
3076.,Gamco Ltd,35.29,,190.68,0.28,-4.76,3.64,86.16,1486.74,6.98,124
3077.,Mandeep Auto,20.40,6.80,21.09,0.00,0.33,124.26,17.03,6.97,6.98,124
3078.,Kalana Ispat,20.55,52.55,26.80,0.00,0.01,-98.59,24.87,-9.96,6.98,124
3079.,Mangalam Industr,1.72,191.50,245.12,0.58,0.41,0.00,0.92,1.10,6.97,124
3080.,T N Petro Prod.,91.12,8.19,819.81,1.32,34.24,476.59,457.34,1.70,6.97,124
3081.,Elin Electronics,148.48,19.25,737.34,0.00,10.30,115.48,374.54,22.98,6.97,124
3082.,Smartworks Cowor,439.85,,5025.82,0.00,1.24,107.74,472.13,34.19,6.97,124
3083.,Lords Ishwar,14.01,61.59,10.47,0.00,-0.04,-180.00,1.44,-28.00,6.96,124
3084.,Nath Bio-Genes,142.11,6.54,270.07,1.41,2.75,126.13,43.85,36.22,6.96,124
3085.,Eyantra Ventures,883.50,,177.31,0.00,-4.43,-808.82,22.95,200.39,6.95,124
3086.,Galactico Corpo.,2.14,15.19,31.89,0.00,0.43,-23.21,8.88,64.44,6.94,124
3087.,Agni Green,20.00,55.81,39.07,0.00,0.23,53.33,17.01,5.26,6.94,124
3088.,HCKK Ventures,32.02,74.25,11.88,0.00,-0.01,-120.00,0.00,-100.00,6.93,124
3089.,Birla Precision,38.45,24.30,262.95,0.13,4.99,150.75,60.97,10.96,6.92,124
3090.,GMR Airports,91.21,,96308.42,0.00,35.06,85.74,3669.99,47.07,6.92,124
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,124
3091.,Clara Industries,37.00,52.48,94.99,0.00,0.62,-11.43,4.58,46.33,6.92,124
3092.,Ajooni Biotech,3.85,16.66,66.31,0.00,0.93,50.00,31.74,23.41,6.91,124
3093.,Tarsons Products,199.14,51.53,1059.55,0.00,3.32,-67.74,102.33,3.10,6.91,124
3094.,Alembic,91.89,7.28,2359.57,2.61,128.49,6.17,55.86,5.58,6.90,124
3095.,Dollex Agrotech,35.65,23.58,142.42,0.00,2.11,-51.49,89.33,10.60,6.90,124
3096.,Desh Rakshak,32.00,27.62,18.23,0.00,0.08,-46.67,0.95,-20.17,6.89,124
3097.,Singer India,57.48,50.87,357.64,0.00,3.83,201.57,137.90,30.39,6.89,124
3098.,Shyamkamal Inv,10.91,16.37,14.73,1.83,0.22,215.79,0.70,159.26,6.88,124
3099.,National Standar,1628.20,269.12,3256.40,0.00,3.25,51.16,3.17,-79.80,6.88,124
3100.,Vedant Asset,42.90,47.40,11.85,0.00,0.22,15.79,2.07,40.82,6.87,124
3101.,City Union Bank,275.45,16.91,20441.10,0.73,328.59,15.22,1653.13,15.29,6.86,125
3102.,Swadeshi Inds,124.15,85.54,134.30,0.00,0.19,480.00,10.22,131.22,6.86,125
3103.,Mahindra EPC,116.97,20.90,326.84,0.00,6.49,25.67,93.47,14.76,6.85,125
3104.,Equitas Sma. Fin,71.05,,8106.23,0.00,24.14,87.42,1617.35,4.02,6.85,125
3105.,Comrade Applian.,49.50,,38.51,0.00,-6.97,-285.08,14.85,-11.66,6.85,125
3106.,Avi Ansh,113.10,111.32,158.08,0.00,0.63,-37.62,63.07,-4.86,6.85,125
3107.,Ramkrishna Forg.,510.50,41.44,9241.61,0.39,-9.50,-116.38,907.53,-13.87,6.84,125
3108.,SG Finserve,375.75,19.24,2100.25,0.00,32.47,37.06,86.28,103.06,6.83,125
3109.,Transworld Shipp,157.67,104.29,346.24,0.95,-9.16,-160.34,98.09,-21.35,6.83,125
3110.,ABC India,72.75,32.04,39.41,0.69,0.04,-92.31,38.94,-12.83,6.82,125
3111.,CIAN Agro,1205.55,30.04,3373.84,0.00,19.00,63433.33,421.41,237.10,6.82,125
3112.,Rel. Chemotex,124.07,19.74,93.59,0.40,1.65,16.20,99.52,8.65,6.81,125
3113.,Veefin Solutions,289.00,,738.09,0.00,7.78,,103.74,,6.81,125
3114.,PNB Gilts,77.10,5.72,1387.88,1.30,53.91,599.81,424.67,17.20,6.80,125
3115.,Gillanders Arbut,94.38,14.74,201.43,0.00,14.26,-33.58,132.28,4.36,6.80,125
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,125
3116.,Canara Bank,151.81,7.19,137701.56,2.63,4896.43,15.81,32071.97,6.26,6.79,125
3117.,Indostar Capital,222.87,,3600.16,0.00,10.49,-41.20,356.55,1.34,6.79,125
3118.,ACS Tech,40.87,46.23,248.25,0.00,2.37,46.00,48.25,45.51,6.79,125
3119.,Raj Rayon Inds.,20.25,31.56,1126.07,0.00,8.02,286.08,319.32,50.64,6.78,125
3120.,IDBI Bank,97.42,11.28,104749.90,2.16,1959.41,0.31,7080.24,-9.45,6.78,125
3121.,Shubham Polyspin,60.35,93.79,73.16,0.00,0.13,8.33,14.03,-1.47,6.78,125
3122.,Variman Global,5.16,48.63,100.66,0.00,0.09,-76.92,22.39,-30.25,6.78,125
3123.,S A I L,149.03,22.11,61557.22,1.07,418.72,-29.04,26704.17,8.22,6.76,125
3124.,Proventus Agro.,1210.00,45.62,417.86,0.00,6.68,37.27,389.60,32.78,6.76,125
3125.,Baba Food,28.15,14.23,45.96,0.00,1.31,-45.19,100.69,19.23,6.76,125
3126.,RDB Infrastruc.,68.71,161.77,1400.89,0.00,3.05,79.41,18.50,-43.04,6.75,126
3127.,IFB Agro Inds.,1381.60,23.26,1294.56,0.00,23.79,758.84,401.98,50.67,6.75,126
3128.,Rama Steel Tubes,7.84,67.33,1282.66,0.00,1.00,-65.68,320.45,21.82,6.75,126
3129.,Scan Steels,31.47,9.92,184.42,0.00,0.19,122.62,132.96,-4.99,6.74,126
3130.,Colinz Labs,46.25,11.90,5.83,0.00,0.08,60.00,1.43,-2.72,6.72,126
3131.,Kirloskar Indus.,3127.80,20.59,3287.12,0.42,98.49,1.24,1781.92,5.58,6.72,126
3132.,Union Bank (I),172.77,6.96,131885.80,2.75,5072.69,9.73,26819.18,0.37,6.72,126
3133.,NCL Industries,187.29,15.02,847.16,1.60,19.74,213.67,345.05,4.44,6.71,126
3134.,Shree Cement,27000.00,56.67,97418.02,0.41,309.82,303.60,4761.07,17.44,6.71,126
3135.,Olympia Industri,31.65,11.62,19.06,0.00,0.56,69.70,97.27,18.16,6.70,126
3136.,Davangere Sugar,4.69,53.06,670.67,0.00,2.63,103.88,48.19,22.53,6.70,126
3137.,Real Eco-Energy,4.84,130.81,48.40,0.00,0.36,3700.00,0.37,,6.69,126
3138.,Abhinav Leasing,1.13,,5.65,0.00,0.43,616.67,3.06,-65.15,6.69,126
3139.,Chemcrux Enterp.,96.40,78.01,142.76,1.04,0.21,-81.74,17.75,-0.06,6.69,126
3140.,Vardhman Acrylic,37.03,21.85,297.59,4.05,7.41,86.65,76.28,-6.73,6.68,126
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,126
3141.,Synthiko Foils,1660.40,,2404.07,0.00,-0.02,-300.00,0.00,-100.00,6.68,126
3142.,Vital Chemtech,52.00,40.31,124.55,0.00,1.35,-41.56,64.55,-2.06,6.68,126
3143.,Hamps Bio,18.51,,16.13,0.00,-0.20,-174.07,3.99,12.71,6.68,126
3144.,North Eastn.Car.,15.84,21.70,158.40,0.00,1.82,-36.59,70.75,-13.66,6.67,126
3145.,Asian Hotels (N),307.55,,598.28,0.00,-63.53,86.93,76.90,-1.51,6.66,126
3146.,Global Vectra,181.16,,253.62,0.00,-6.16,-48.43,117.62,-5.37,6.66,126
3147.,Richfield Fin,34.23,46.67,25.67,0.00,0.34,1233.33,2.71,243.04,6.66,126
3148.,NOCIL,128.23,33.96,2141.76,1.56,12.12,-71.23,320.56,-11.62,6.65,126
3149.,Orient Green,9.91,20.84,1162.47,0.00,80.94,7.76,131.01,7.99,6.65,126
3150.,Primo Chemicals,20.90,50.05,506.50,0.00,4.16,-67.83,134.74,0.28,6.65,126
3151.,Rainbow Foundat.,44.44,27.95,220.50,0.00,1.12,-25.33,34.79,4.66,6.64,127
3152.,Fino Payments,213.00,22.10,1772.55,0.00,15.35,-27.42,60.11,25.88,6.64,127
3153.,Dipna Pharmachem,13.99,17.94,36.78,0.00,1.41,314.71,73.54,-18.85,6.64,127
3154.,N D Metal Inds.,90.30,,22.39,0.00,-0.02,-128.57,0.00,,6.63,127
3155.,Sangam India,422.65,32.00,2123.67,0.47,24.10,3691.04,761.61,2.07,6.63,127
3156.,Naksh Precious,5.69,16.19,5.99,0.00,0.06,-62.50,0.33,-37.74,6.63,127
3157.,Art Nirman Ltd,43.00,76.11,107.31,0.00,0.43,-18.87,6.75,-20.21,6.63,127
3158.,BIGBLOC Const.,57.69,,816.75,0.00,0.45,-15.14,72.81,28.14,6.63,127
3159.,Titan Intech,0.83,15.59,68.77,0.00,1.13,28.41,6.87,32.12,6.62,127
3160.,VJTF Eduservices,79.88,,140.59,0.00,-1.46,-437.50,-0.81,-338.24,6.62,127
3161.,Anupam Finserv,2.55,34.32,48.39,0.00,0.90,592.31,1.78,81.63,6.61,127
3162.,Triliance Poly,67.35,90.58,34.42,0.00,0.09,80.00,0.00,,6.61,127
3163.,Shardul Sec.,31.30,,273.85,0.00,-38.50,-233.91,-39.31,-198.01,6.61,127
3164.,Varyaa Creations,33.32,34.70,15.96,0.00,0.66,6.45,9.53,-37.83,6.61,127
3165.,Praveg,264.40,,691.16,0.38,-9.22,-780.99,37.50,19.27,6.59,127
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,127
3166.,BLB,13.39,2.72,70.79,0.00,8.57,274.90,277.28,277.92,6.58,127
3167.,Emami Paper,78.14,25.54,472.75,2.05,6.58,-13.31,450.61,-8.98,6.58,127
3168.,HDFC Life Insur.,712.10,81.26,153589.00,0.29,418.19,-0.74,29427.61,70.10,6.58,127
3169.,Cravatex,358.00,16.67,92.36,3.49,5.22,96.98,51.45,-6.52,6.57,127
3170.,Godrej Propert.,1541.20,29.95,46421.92,0.00,402.99,20.84,740.38,-32.28,6.57,127
3171.,Kamdhenu Venture,5.94,32.42,186.73,0.00,1.01,-15.13,56.79,3.56,6.57,127
3172.,Superior Indus.,41.00,7.91,56.79,0.00,0.08,-59.09,7.04,33.33,6.56,127
3173.,Dhunseri Vent.,258.70,13.52,905.97,1.93,-13.26,-115.76,81.90,-44.77,6.55,127
3174.,PC Jeweller,10.69,12.75,7834.16,0.00,209.54,17.14,825.25,63.43,6.55,127
3175.,V B Desai Fin.,20.32,11.79,9.20,0.00,0.24,166.67,0.68,-6.85,6.54,127
3176.,Key Corp,89.55,57.16,53.73,0.00,1.59,140.15,1.77,147.58,6.54,128
3177.,Amforge Inds.,7.24,25.41,10.42,0.00,0.03,-76.92,0.00,,6.53,128
3178.,Candour Techtex,140.70,,269.54,0.00,-1.08,-303.77,10.29,-74.12,6.53,128
3179.,Mindspace Busine,490.06,74.95,38943.93,3.27,126.79,10.54,772.01,18.98,6.53,128
3180.,Pace E-Commerce,17.23,9.49,38.83,0.00,2.15,58.09,42.12,59.00,6.53,128
3181.,Basant Agro Tech,10.03,18.07,90.90,0.50,0.98,188.24,105.83,25.81,6.52,128
3182.,DLF,588.45,33.77,145659.72,1.02,1203.36,56.10,2020.22,32.15,6.51,128
3183.,South Ind.Bank,45.00,8.47,11777.19,0.89,374.32,9.49,2517.53,6.19,6.50,128
3184.,Innovative Tech,16.33,,36.69,0.00,-1.10,-170.97,28.87,-18.35,6.50,128
3185.,Nath Industries,58.63,6.57,111.40,0.00,4.40,633.33,127.06,31.93,6.49,128
3186.,JSW Energy,477.65,36.26,83937.06,0.42,528.75,173.41,4081.76,67.36,6.49,128
3187.,Atul Auto,389.00,39.95,1079.52,0.00,8.27,69.50,200.17,10.20,6.48,128
3188.,BAG Films,5.75,17.95,113.80,0.00,0.34,-28.00,35.75,3.71,6.47,128
3189.,SBI,1029.50,12.09,950292.08,1.54,21860.59,-4.25,128040.50,5.78,6.47,128
3190.,IndusInd Bank,892.45,,69528.64,0.00,127.98,-90.87,11372.88,-11.15,6.47,128
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,128
3191.,Nahar Poly,215.65,8.74,530.24,0.46,20.78,19.43,172.30,2.21,6.46,128
3192.,Albert David,689.75,,393.85,0.72,-3.30,-118.26,87.24,-11.38,6.45,128
3193.,Kuwer Industries,9.25,6.04,8.40,0.00,1.69,106.10,15.58,0.71,6.45,128
3194.,Ester Industries,95.26,242.09,929.61,0.63,-15.78,-622.52,354.19,6.95,6.45,128
3195.,Piramal Pharma,151.41,,20126.15,0.09,-99.22,-539.22,2043.72,-8.83,6.45,128
3196.,Guj Inds. Power,136.05,11.25,2111.71,3.01,21.30,-38.65,321.40,16.42,6.44,128
3197.,Ganga Papers,80.75,57.70,87.12,0.00,0.31,-8.82,70.60,23.17,6.44,128
3198.,Sobha,1381.80,103.73,14775.98,0.22,15.43,-28.86,943.11,-22.95,6.44,128
3199.,Sarthak Global,32.24,20.57,9.67,0.00,0.00,100.00,0.09,-96.37,6.43,128
3200.,DIC India,504.75,23.82,463.31,0.79,5.87,196.46,223.17,0.98,6.43,128
3201.,MSP Steel & Pow.,28.67,88.56,1625.01,0.00,-74.76,374.08,676.86,3.13,6.43,129
3202.,Gconnect Logitec,17.50,24.11,6.51,0.00,0.16,-5.88,2.52,-0.40,6.43,129
3203.,GSB Finance,33.63,,20.18,0.00,-0.30,-157.69,0.32,-56.76,6.42,129
3204.,Devyani Intl.,114.59,,14127.48,0.00,-23.95,-98719.25,1376.75,12.65,6.42,129
3205.,Nouveau Global,0.49,,9.09,0.00,-0.11,-450.00,0.00,,6.40,129
3206.,Assam Entrade,789.35,74.77,113.65,0.00,-0.01,-100.58,2.00,-16.32,6.39,129
3207.,Aarey Drugs,68.77,54.47,194.99,0.00,1.02,-36.25,84.16,-19.95,6.38,129
3208.,Indian Bank,876.45,9.82,118054.66,1.85,3147.50,8.15,17102.21,8.45,6.38,129
3209.,Pansari Develop.,294.30,48.08,513.46,0.00,4.14,340.43,17.74,132.50,6.38,129
3210.,Yes Bank,20.92,20.68,65644.81,0.00,956.55,54.44,7552.81,-3.58,6.36,129
3211.,Capital India,32.47,,1269.76,0.06,44.69,-11118.37,130.84,-8.39,6.34,129
3212.,Karnataka Bank,179.06,5.90,6771.08,2.79,319.12,-5.04,2179.18,-2.46,6.33,129
3213.,Kaushalya Infra.,848.50,20.84,29.38,0.00,-0.25,-105.80,0.03,-25.00,6.33,129
3214.,Aarti Industries,352.80,47.56,12792.33,0.28,106.00,68.00,2100.00,28.99,6.32,129
3215.,Punjab Natl.Bank,120.15,7.76,138087.71,2.41,5576.54,15.72,32889.23,3.12,6.32,129
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,129
3216.,TCM,53.00,264.20,39.63,0.00,-0.83,-36.84,5.92,-14.20,6.32,129
3217.,Hardcast.& Waud,654.55,20.51,44.51,0.00,0.70,227.27,2.38,110.62,6.31,129
3218.,Gulshan Polyols,128.18,18.74,799.47,0.23,15.53,1116.28,541.72,22.99,6.31,129
3219.,Juniper Hotels,221.75,39.61,4933.99,0.00,16.81,170.06,230.32,7.37,6.31,129
3220.,Bank of Baroda,296.15,7.96,153149.89,2.82,5180.63,-4.14,33318.24,4.44,6.29,129
3221.,Sunteck Realty,369.70,30.89,5415.70,0.41,48.97,41.41,252.37,49.29,6.28,129
3222.,Biocon,366.20,125.10,59357.64,0.14,132.80,486.23,4295.50,19.64,6.25,129
3223.,Quicktouch Tech,36.30,,46.52,0.00,-3.53,-661.29,0.91,-94.31,6.25,129
3224.,Milkfood,55.06,,134.23,1.14,-7.86,-973.33,74.05,-7.90,6.24,129
3225.,Unichem Labs.,370.85,17.93,2611.00,0.00,-11.89,83.92,578.96,14.11,6.24,129
3226.,Rotographics (I),129.40,215.42,170.18,0.00,0.37,1025.00,12.25,,6.22,130
3227.,IDFC First Bank,82.99,49.65,71343.63,0.30,347.80,64.10,9936.93,10.94,6.22,130
3228.,VIP Clothing,25.78,26.17,232.35,0.00,2.24,176.54,66.07,11.55,6.21,130
3229.,Intrasoft Tech.,87.79,11.40,143.20,0.00,3.41,-13.01,132.51,5.53,6.21,130
3230.,Aayush Art,1106.10,877.55,1693.68,0.00,0.37,54.17,47.72,79.53,6.21,130
3231.,Kanungo Financi.,11.49,19.00,5.32,0.00,0.12,71.43,0.00,,6.20,130
3232.,Neeraj Paper Mkt,17.10,171.00,18.81,0.00,0.09,-47.06,34.86,-37.88,6.19,130
3233.,Precision Camshf,134.99,38.27,1282.21,0.74,13.16,-24.29,198.18,-11.95,6.19,130
3234.,Wires & Fabriks,172.00,51.10,52.63,0.06,0.02,-95.35,29.34,5.58,6.18,130
3235.,G S F C,173.32,10.34,6906.41,2.88,324.11,8.67,3187.37,20.96,6.18,130
3236.,Bank of India,159.65,7.13,72683.34,2.54,2814.27,6.66,19051.83,4.01,6.17,130
3237.,Media Matrix,8.82,287.92,999.08,0.00,2.04,-4.03,386.22,-65.69,6.17,130
3238.,Orient Ceratech,41.18,29.05,492.67,0.61,7.49,304.86,113.55,61.45,6.17,130
3239.,Prime Property,27.78,13.55,47.15,0.00,1.06,3633.33,0.00,,6.17,130
3240.,Nidan Laborator.,15.25,9.18,21.20,0.00,1.43,30.00,13.12,24.60,6.17,130
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,130
3241.,Arrowhead Sepera,75.25,,14.08,0.00,0.19,-73.24,8.97,6.79,6.17,130
3242.,Polson,11502.05,27.06,138.02,0.00,1.22,6.09,21.56,1.89,6.16,130
3243.,Zydus Wellness,418.55,47.29,13316.62,0.29,-52.80,-256.82,650.50,31.97,6.16,130
3244.,J & K Bank,104.10,5.35,11463.31,2.07,581.49,10.01,3314.94,3.28,6.15,130
3245.,Reliance Power,28.27,39.04,11691.82,0.00,87.32,138.49,1974.03,12.17,6.15,130
3246.,Anna Infrastruct,29.89,22.27,11.36,0.00,0.00,-100.00,0.07,-76.67,6.14,130
3247.,Greenchef Appli.,48.00,,111.70,0.00,-4.51,-193.76,179.59,5.36,6.14,130
3248.,Shalby,164.75,397.20,1779.46,0.00,7.28,147.49,285.43,6.69,6.12,130
3249.,Lyons Corporate,20.00,,9.36,0.00,-0.02,80.00,0.28,33.33,6.10,130
3250.,Howard Hotels,22.05,27.52,20.09,0.00,-0.80,0.00,2.68,-10.96,6.09,130
3251.,GE Power,281.90,40.65,1895.14,0.00,32.36,78.63,280.52,29.02,6.09,131
3252.,Saakshi Medtech,180.10,40.30,317.98,0.00,6.63,92.17,58.31,31.15,6.09,131
3253.,SEPC,7.85,28.48,1482.84,0.00,8.30,262.45,237.42,38.85,6.08,131
3254.,Hampton Sky,13.21,,362.23,0.00,-5.93,-521.05,3.65,-29.26,6.07,131
3255.,KCK Industries,21.00,247.33,133.56,0.00,0.03,-86.36,8.11,-44.15,6.06,131
3256.,Team India Guar.,261.05,92.76,234.68,0.00,0.67,34.00,1.37,59.30,6.05,131
3257.,Anjani Synth.,23.31,9.47,34.38,0.00,0.98,-7.55,74.64,40.59,6.04,131
3258.,Puravankara,227.38,,5392.31,0.00,-42.99,-149.05,644.20,30.00,6.04,131
3259.,RBL Bank,288.60,26.93,17811.14,0.35,213.88,555.47,3666.74,3.69,6.04,131
3260.,Sacheta Metals,4.22,23.34,52.75,1.18,0.77,14.93,22.07,-14.89,6.03,131
3261.,Sudarshan Chem.,883.85,67.66,6947.63,0.51,19.30,-66.46,2387.40,242.97,6.03,131
3262.,Ahlada Engineers,50.76,28.03,65.59,3.15,0.44,-15.38,23.66,-9.42,6.03,131
3263.,Kriti Industries,75.77,,399.28,0.00,-9.68,-171.91,85.73,-26.95,6.02,131
3264.,Comfort Intech,6.48,,207.32,1.08,-0.32,-109.79,61.37,32.95,6.01,131
3265.,Solara Active,518.85,356.82,2287.19,0.00,-10.10,-226.09,313.54,-9.63,6.01,131
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,131
3266.,Tai Industries,29.89,27.58,17.93,0.00,0.35,-43.55,30.57,-54.20,6.00,131
3267.,Chandra Bhagat,40.50,49.29,30.56,0.00,0.45,-33.82,25.55,-60.64,6.00,131
3268.,Cella Space,12.84,9.87,25.87,0.00,-0.43,-286.96,0.12,-29.41,5.99,131
3269.,3C IT Solutions,20.11,48.44,12.11,0.00,0.14,182.35,21.19,-9.79,5.99,131
3270.,Century Enka,446.70,16.50,976.04,2.24,22.56,4.64,408.70,-23.79,5.98,131
3271.,Pun. & Sind Bank,26.92,15.75,19101.32,0.26,336.42,19.31,3041.98,3.78,5.98,131
3272.,Shree Securities,0.21,25.39,16.76,0.00,0.30,102.13,0.21,200.00,5.98,131
3273.,Yug Decor,20.00,53.95,32.37,0.00,-0.07,88.33,19.50,23.81,5.98,131
3274.,Shanthala FMCG,32.35,17.06,21.67,0.00,0.72,71.43,25.82,-0.12,5.98,131
3275.,Minal Industries,2.92,37.35,56.03,0.00,-0.71,-78.26,8.90,-17.36,5.97,131
3276.,Lloyds Enterpris,52.85,23.84,6723.19,0.19,61.84,6.30,406.57,5.47,5.97,132
3277.,Chart.Logistics,7.19,42.32,91.41,0.00,0.37,19.35,17.39,7.61,5.96,132
3278.,Mercury Trade Li,6.66,,9.07,0.00,-0.13,-117.11,6.62,-23.29,5.96,132
3279.,Pion. Embroider.,24.36,,75.07,0.00,-3.80,-649.28,82.70,-11.84,5.96,132
3280.,Dhunseri Invest.,1018.50,37.00,621.00,0.29,-33.06,-150.53,78.91,-50.70,5.96,132
3281.,ECS Biztech,9.27,635.00,19.05,0.00,0.07,75.00,0.75,63.04,5.96,132
3282.,I O B,34.09,13.81,65645.71,0.00,1365.12,56.25,8172.39,14.91,5.95,132
3283.,Jagran Prakashan,67.04,8.45,1459.15,8.95,56.94,36.44,467.36,4.67,5.95,132
3284.,Kaira Can,1419.90,33.06,130.93,0.85,0.40,-20.00,55.74,4.23,5.94,132
3285.,Konark Synth,41.97,,24.38,0.00,0.13,-426.67,9.85,-5.11,5.94,132
3286.,Sabar Flex India,5.25,,9.06,0.00,0.13,-84.88,21.93,-64.20,5.94,132
3287.,Bharat Textiles,32.99,,19.32,0.00,-0.11,-375.00,1.76,-66.85,5.92,132
3288.,Rathi Bars,23.49,10.72,38.36,0.00,0.70,-21.35,90.62,-18.01,5.91,132
3289.,Patel Integrated,12.24,10.70,85.17,2.45,2.28,12.32,94.13,11.75,5.91,132
3290.,Sayaji Hotels,284.20,,497.86,0.00,-9.85,-657.69,31.67,12.58,5.91,132
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,132
3291.,Sustainable Ener,119.00,29.42,3855.60,4.92,8.64,-44.90,161.84,1.35,5.91,132
3292.,GTPL Hathway,78.30,21.21,880.59,2.55,11.56,8.26,932.62,5.11,5.90,132
3293.,PB Fintech.,1673.90,167.77,77447.12,0.00,134.89,166.15,1613.55,38.24,5.90,132
3294.,MRC Agrotech,46.28,161.09,144.98,0.00,0.05,-66.67,5.15,39.19,5.89,132
3295.,Sadhana Nitro,5.73,,188.75,1.75,-25.55,-9926.92,2.70,-93.70,5.88,132
3296.,Corporate Merch,153.30,257.14,971.99,0.00,1.02,5000.00,0.00,,5.88,132
3297.,Sh. Dinesh Mills,245.00,9.33,137.21,0.82,1.94,4.92,17.26,-24.99,5.87,132
3298.,C J Gelatine,15.21,61.00,7.32,0.00,0.04,115.38,12.09,20.18,5.86,132
3299.,Apt Packaging,100.90,216.73,119.20,0.00,0.45,650.00,5.89,103.10,5.86,132
3300.,Dhampur Sugar,111.97,12.61,720.04,0.00,-7.82,41.54,504.19,19.73,5.86,132
3301.,Vakrangee,6.63,61.46,718.16,0.00,3.15,168.07,60.10,-11.46,5.86,133
3302.,Alfred Herbert,2542.75,8.13,195.79,0.20,13.51,45133.33,17.60,2127.85,5.86,133
3303.,Elegant Floricul,4.39,2.85,8.78,0.00,0.15,150.00,9.57,11862.50,5.85,133
3304.,Vertexplus Tech.,96.00,97.41,52.60,0.00,-2.02,-20.12,10.11,39.26,5.85,133
3305.,Lakshmi Engg.,2000.00,157.35,133.75,0.50,0.58,9.43,3.91,18.84,5.84,133
3306.,Sarthak Metals,69.00,25.46,94.46,0.72,0.76,-8.43,36.31,-20.58,5.84,133
3307.,Santosh Fin Fab,30.43,76.64,10.73,0.00,0.01,200.00,4.94,18.18,5.83,133
3308.,I R F C,114.15,21.29,149177.00,1.40,1802.19,10.52,6661.37,-1.51,5.83,133
3309.,Dhanvantri Jeev.,25.70,105.30,10.53,0.00,-0.14,-182.35,5.84,7.75,5.82,133
3310.,Shivagrico Impl.,22.93,27.36,11.49,0.00,0.14,133.33,11.17,2.10,5.81,133
3311.,Globus Spirits,914.30,33.28,2648.92,0.30,31.42,4263.89,716.39,19.10,5.80,133
3312.,Muthoot Microfin,179.16,,3054.54,0.00,30.52,-50.46,576.33,-12.99,5.80,133
3313.,Kiduja India,21.80,,52.32,0.00,-15.33,-352.14,0.00,-100.00,5.79,133
3314.,Innovative Ideal,15.00,,17.07,0.00,-4.54,-254.69,0.53,,5.79,133
3315.,Godavari Bioref.,254.65,27.97,1303.20,0.00,-41.59,79.91,430.75,34.21,5.79,133
